kst,precip_mm_100,tmp_min_100,tmp_max_100,tmp_avg_100,precip_mm_105,tmp_min_105,tmp_max_105,tmp_avg_105
4/24/2016,,-0.3,13.8,6.7,,8.5,17.3,13.1
4/25/2016,,0.5,23.3,13,,6.8,26.6,17.7
4/26/2016,,3.9,16.2,8.3,,9.3,19.6,13
4/27/2016,,2.9,4.5,3.5,,8.7,10.8,9.5
4/28/2016,,-0.7,11.3,5.4,,7.2,12.5,9.8
4/29/2016,,-0.5,18.1,10,,7,20.8,14.9
4/30/2016,,6.9,17.4,12.5,,14.8,24.3,19.9
5/1/2016,,11,22.4,16.5,,10.8,25.6,17.9
5/2/2016,0.9,10.1,26,17.7,0.5,9.1,22.3,15.5
5/3/2016,5.3,5.3,19.2,11.6,0.2,13.3,25.9,17.9
5/4/2016,3,4.9,15.6,9.8,0.3,11.7,20.9,16.8
5/5/2016,,8,21.8,14.3,,15.7,27.3,20.6
5/6/2016,1.1,9.9,18,13.8,0,12.7,23.2,17.9
5/7/2016,,4.9,19.5,11.6,,15.4,26.4,18.9
5/8/2016,,1.7,21,13.1,,13.5,23.8,18.1
5/9/2016,,7.1,21.7,14.6,,13.4,25.2,18
5/10/2016,23.5,6.7,14,8.5,28,10.4,17.5,12.3
5/11/2016,1.4,6.4,19.5,12.1,2,9.8,18,14.7
5/12/2016,,7.2,20.9,14.5,,17.3,28.1,22.7
5/13/2016,,1.5,13.5,9.1,,10.2,20.8,16
5/14/2016,,0.3,18.1,10.4,,8.6,20,14.5
5/15/2016,2.5,5.6,22.5,15,1.5,10.4,18.1,13.9
5/16/2016,4.5,6.1,15.9,11.2,1,11.6,23.7,18.3
5/17/2016,,3.5,24.9,15.2,,15.2,29.4,23.2
5/18/2016,,5.9,25.7,16.4,,19.8,29.8,24.8
5/19/2016,,5.3,24.3,15.5,,17.3,29.6,23.4
5/20/2016,,2.7,22.5,13.1,,11.9,23.7,17.7
5/21/2016,,1.5,21.9,12.4,,12.1,25.3,18.7
5/22/2016,,3,21.9,13.7,,12.5,25.3,18.8
5/23/2016,,5.8,24.4,16.1,,12.6,24.3,18.5
5/24/2016,4.5,11,16.5,13.6,0.1,15.8,23.5,19.2
5/25/2016,,8,21.1,15.2,,17.8,28.1,23.2
5/26/2016,0.1,13.6,19.5,15.4,0,21.1,26.7,23.2
5/27/2016,,6.7,21.4,15.6,,18.1,25,21.8
5/28/2016,,9.9,27.4,17.5,,20,30.5,24.8
5/29/2016,,8.7,24.7,15.8,,19.6,29.8,23.9
5/30/2016,,6.7,25.2,17.3,,15.1,25.1,19.5
5/31/2016,,9.8,24.6,17.1,,18.7,28.1,22.8
6/1/2016,,6,18.8,13.1,,14.4,24.9,19.6
6/2/2016,,3.1,21.5,13.7,,13.9,26.4,20.5
6/3/2016,,9.8,25.1,18,,17.2,30.5,25.3
6/4/2016,,9.4,23.1,15.7,,18.8,27.1,23.9
6/5/2016,,7.7,19,13.3,,16,21.1,17.8
6/6/2016,,8,21.5,15.2,0,16.3,23.6,19.1
6/7/2016,0,13.7,22.7,16.3,0.2,17.6,22.6,19.6
6/8/2016,,12.5,23.7,16.5,,18.4,23.9,20.8
6/9/2016,,10.5,21.5,15.7,,17.4,24.3,20.8
6/10/2016,,7.6,26.3,17.4,,15.8,28.8,22
6/11/2016,,13.4,25.4,20.2,,19.8,28.8,24.4
6/12/2016,9.5,16.1,24.2,19.7,2.5,19.1,30.3,24.2
6/13/2016,0.1,12.8,17.9,15.1,1,17.5,20.2,18.4
6/14/2016,14.4,9.1,24.3,16.3,3.5,17,21.3,18.9
6/15/2016,8,15,22.9,17.4,10,18.1,23,19.5
6/16/2016,,15.4,20.4,17.2,,18.9,25.9,22.2
6/17/2016,,14,23.6,18.5,,21.7,31.3,26.8
6/18/2016,,12.8,27.8,19.8,,22,31.5,26.3
6/19/2016,,12.2,24.5,18.6,0.3,18.8,22.6,20.3
6/20/2016,,14.6,24.5,18.8,,18,26,21.6
6/21/2016,,13.9,22.3,17.7,,19.3,24.9,21.5
6/22/2016,10.4,11.4,22.9,16.4,5.5,19.7,22.3,20.5
6/23/2016,0.1,15.4,25.4,20,,19.3,28.1,23.5
6/24/2016,11.9,15.9,20.1,17.1,10.5,17.8,23,19.7
6/25/2016,,14,20.1,16.5,,17.8,26.3,22.6
6/26/2016,,11.9,23.1,16.8,,20.7,28.1,24.8
6/27/2016,,11.6,24.3,17.5,,21.4,27.8,24.3
6/28/2016,,10.4,23.7,17.8,0.2,17.8,25,21
6/29/2016,,14.9,22.8,18.4,,19.4,26.9,22.1
6/30/2016,9.9,15.3,27,20.9,7,19.8,30.8,24.1
7/1/2016,59.3,17.7,25,20.7,47,19.9,30.4,24.4
7/2/2016,17.9,16.4,22.5,19.6,19.5,19.6,29.4,23.9
7/3/2016,0,15.8,21.7,18.7,0.1,21.1,28.7,24.8
7/4/2016,99.9,14.6,17.3,16.2,94,19.6,21.1,20.2
7/5/2016,98.8,14.2,23.2,17.7,78,17.8,21.5,19.6
7/6/2016,22.3,13.8,17.4,14.8,13.5,17.5,20.1,18.4
7/7/2016,,15,23.9,19.3,,17.5,23.2,20.3
7/8/2016,,16.6,28.7,21.9,,19.5,30,23.8
7/9/2016,,14.4,30.2,21.8,,20.1,31.8,26.3
7/10/2016,,16.3,29.2,21.4,,23.9,29.9,26.7
7/11/2016,,16.2,27.5,22.2,,22.1,30.2,24.8
7/12/2016,2.6,19.1,23.8,21,,22.5,26.5,24.1
7/13/2016,,18.7,25.9,21.8,,21.4,28.2,24.5
7/14/2016,19.1,16.4,20.6,18.5,51.5,20.7,25.7,23
7/15/2016,,16.1,20.9,17.8,,19.4,26.4,22.9
7/16/2016,81,15.4,16.5,16,96,18.9,21.8,19.8
7/17/2016,6.2,16.1,22.4,18.7,3.5,19.6,22.1,20.8
7/18/2016,,14.5,24.8,19.1,,19.5,26.2,22.1
7/19/2016,,13.4,24.3,17.6,,19.7,23.3,21.6
7/20/2016,0.2,13.3,20.4,17.3,1,20.3,25.5,22.3
7/21/2016,,12.7,24.7,17.3,,19.1,25.2,22.2
7/22/2016,,10.6,24.9,18.4,,19.2,27.4,23.2
7/23/2016,0.3,16.1,27.5,21.8,0,20.6,27.1,24
7/24/2016,0.2,21.1,24.3,22.9,0.5,21.7,27.7,23.8
7/25/2016,0,21.3,25.5,23.2,,22.3,27.8,24.3
7/26/2016,,21,27,23.4,,21.9,34.2,28.9
7/27/2016,,20.9,26.4,22.6,,27.8,32.3,30
7/28/2016,,20.6,27.4,23.9,,26.4,35.1,30.5
7/29/2016,,20.5,24.5,22.1,0,27.3,31.5,29.1
7/30/2016,,20.1,28.8,24.1,0.1,26.9,34.2,30.1
7/31/2016,13.5,19.7,28.7,22.7,19.5,24,30.6,26.8
8/1/2016,11.4,19.2,28,22.2,1.5,23.3,29.4,26.3
8/2/2016,0.5,19.1,26.9,21.2,1.5,24.3,29.4,26
8/3/2016,,17.1,26.6,21.2,,23.4,29.9,26.4
8/4/2016,0,15.4,26.8,20.9,,22.2,30.1,26.2
8/5/2016,,12.8,29.7,21.1,,21.7,33.1,27.2
8/6/2016,,12.9,30.9,22.3,,21.3,33.1,27.4
8/7/2016,8.9,18.9,31.1,23.1,2,25.5,33.4,28.8
8/8/2016,0.2,18,26.9,22.1,23.5,22.8,31.6,26.9
8/9/2016,0.3,18.1,23.9,20.5,0.1,22.5,28,25.1
8/10/2016,,18.1,28.9,23.4,,22.2,33.3,27.7
8/11/2016,,18.6,30.2,24.3,,26.2,33.9,29.8
8/12/2016,,17.7,32.4,24.4,,26.4,35,30.5
8/13/2016,,19.7,30.8,25.1,,27.4,35.5,31.5
8/14/2016,0.7,19.9,29.6,23.9,21,25.6,35.4,29.3
8/15/2016,,20.3,26.9,22.7,0.5,26.3,30.7,27.9
8/16/2016,2.4,18.8,26.1,21.9,0.5,23.4,29.6,26.6
8/17/2016,0,17.7,25.9,21.2,,23.5,29.9,26.3
8/18/2016,,17.2,27.4,22.2,,22.9,31.1,27
8/19/2016,,19.3,27.2,22.5,,24.7,31,27.2
8/20/2016,,18.3,26.9,21.9,,24,30.6,26.8
8/21/2016,1.4,17.2,27.5,21,1,22.7,29.8,25.9
8/22/2016,,15.8,25.8,20.5,,22.6,30.2,26.2
8/23/2016,,16.3,25.1,20.4,,22.1,29.1,25.5
8/24/2016,,16.6,27.3,21.1,,22.6,31.4,26
8/25/2016,4.4,14.5,28.5,21.8,7.5,22,34.7,27.9
8/26/2016,35.4,9.2,19.5,13.9,72.5,16,23.6,19.1
8/27/2016,,7.3,17.7,13.9,,15.1,24.7,20.3
8/28/2016,152.5,12.3,15.4,14,96,16.8,22.7,19.2
8/29/2016,32.6,11,14.2,12.6,49.5,15.2,19.5,17.4
8/30/2016,7.3,11,15.5,13.4,4,15.3,22.4,19.1
8/31/2016,2.4,12.1,15.8,13.7,1.5,18.7,22.9,21.2
9/1/2016,,14.8,24.4,19,,17.9,30.9,24.2
9/2/2016,1.4,14.8,20.2,16.8,2,20.1,22.5,21.3
9/3/2016,1.6,15.4,22.3,17.7,6.5,19.3,23.4,21
9/4/2016,30.6,16.2,20.7,18,24.5,20.7,24,22
9/5/2016,8.2,16.9,25.8,19.4,21,20.8,24,22
9/6/2016,,16.1,25.1,19.5,,19.3,29.3,23.8
9/7/2016,,14.8,22.4,17.8,0,20.5,27.9,23
9/8/2016,4,14.4,22,17.1,1.5,19.1,25.3,21.2
9/9/2016,4.2,13.4,22.7,16.7,3,18.4,24.8,21.1
9/10/2016,0.1,14.4,20.5,17.5,,19.5,25.1,21.9
9/11/2016,2.7,14.6,20.2,17.2,0.5,19.2,24.7,22.2
9/12/2016,0,13.5,18.8,16.1,4,18.5,22.4,20.6
9/13/2016,0.4,11.1,19.9,15.5,,17.4,23,20
9/14/2016,1.2,13.4,23.2,16.9,,18,24.4,21.1
9/15/2016,,12.9,24.4,17.1,,18.8,24.6,21.7
9/16/2016,,11.4,25.2,17.6,,20,28.3,23.9
9/17/2016,18.9,13.4,16.3,14.9,11.5,17.5,23.5,19.3
9/18/2016,5.1,13.2,17,14.7,2,17.5,22.9,19.9
9/19/2016,15.9,11.2,15.2,12.7,0.5,14.9,23,18.8
9/20/2016,,10.5,16,12.6,,12.6,21.7,17.2
9/21/2016,,8.5,16.8,,,13.4,22.2,17.9
9/22/2016,,8.6,16.7,12.8,,15.9,21.6,18.2
9/23/2016,,6.9,21.8,12.7,,14,24.8,18.9
9/24/2016,,7,22.9,14,,15.9,26.3,20.8
9/25/2016,,10,22.5,15.8,,18.7,27.3,22.9
9/26/2016,,10.9,21.8,14.9,0.1,18,24.2,20.6
9/27/2016,3,10.4,19.7,16,6,17.5,21.6,19.8
9/28/2016,3.2,11.3,19.1,14.5,21.5,15.2,22.8,19.1
9/29/2016,1.6,9.9,13.3,10.9,0.2,14.5,19,16.3
9/30/2016,,10.3,19.8,14.6,,14.2,22.6,18.6
10/1/2016,,10.2,19.8,13.6,,16.5,21.8,18.8
10/2/2016,0.1,10.2,19.6,14.8,0.5,17,23.4,19.8
10/3/2016,7.1,13.9,22.8,19.6,5.5,16.4,22.9,19.2
10/4/2016,1.1,8,16.3,12.7,0.1,15.9,21.6,18.3
10/5/2016,21.5,12.3,16,13.9,22,14.5,18.3,16.7
10/6/2016,,8.3,17,12.5,0.3,13.7,21.2,17
10/7/2016,3.9,10.9,17.1,13.2,3.5,16.1,20.8,17.9
10/8/2016,3,8.8,16.1,12.5,0.5,15.1,24.4,19.2
10/9/2016,,2.5,9.8,6.4,,9.9,16.5,12.6
10/10/2016,,2.7,13.1,7,,10,17.8,13.3
10/11/2016,,2.4,16.4,9.3,,10.5,23.8,17.4
10/12/2016,,2.8,12.8,7.8,0.3,11.7,17.2,14.3
10/13/2016,,2.4,18.2,9.2,,10.6,19.8,14.8
10/14/2016,,1.3,18,8.8,,12.7,23.1,17.2
10/15/2016,,2.9,20.5,10.7,,14.6,26.2,19.1
10/16/2016,0.6,5.9,16.6,10.5,0,13.9,21.6,17.5
10/17/2016,,7.4,18.6,12.5,,14.8,23.9,18.9
10/18/2016,,4.2,16.2,10,,14,21.5,17.3
10/19/2016,,8,19.4,12.8,,13.6,24.2,19.4
10/20/2016,3.3,6.1,17,9.9,0.4,14.3,22.3,16.9
10/21/2016,0.8,7.6,11.1,9.5,1,12.5,17.5,14.6
10/22/2016,3,6.2,16.4,10.9,2.5,11.7,20.2,15.7
10/23/2016,11.2,2.2,9.6,5.1,18.5,8.3,13.5,10.5
10/24/2016,,-0.9,15.6,6,,6.9,19,12.2
10/25/2016,20.7,4.1,12.9,8.4,6,10.8,16.1,12.4
10/26/2016,,2.9,15.9,8.6,,10.9,19.8,14.9
10/27/2016,0.1,1.9,13.2,8.2,,11,18.9,14.5
10/28/2016,0.5,5.8,12.2,8.4,1.5,11.7,16.7,13.9
10/29/2016,1.4,3,6.6,4.4,15.5,6.4,13.1,9.2
10/30/2016,,-2.5,10.2,3.4,,4.7,13,8.7
10/31/2016,,0.3,6.1,4.1,,7.4,12.8,11.1
11/1/2016,,-7.1,6.5,-0.8,,2.2,10.1,5.9
11/2/2016,0,-8.7,5.4,-0.8,,2,12.6,7.1
11/3/2016,0,0.1,6.9,3.2,,5.1,14.7,10.1
11/4/2016,,3.6,9.9,7.3,,8.8,18.1,14.1
11/5/2016,,6.3,12.4,9.4,5,11.1,20.7,16.1
11/6/2016,7.8,3.7,6.3,4.2,23,8.7,11.1,8.9
11/7/2016,1.6,3.5,11.9,8.2,0,8.1,17.8,12.9
11/8/2016,1.5,-2.3,8.2,3.2,0,5.9,14.6,9.4
11/9/2016,,-6,5.8,-1.3,,1.5,8.7,4.8
11/10/2016,,-4.2,6.5,1.8,,2,10.6,6.4
11/11/2016,0,1.2,7.4,3.9,,4.5,15.2,10.3
11/12/2016,,-2.7,12.2,6.1,,5.9,19.7,13.7
11/13/2016,,2.5,11.6,8.1,,9.7,16.6,12.9
11/14/2016,,2.3,15.1,10.6,,8.2,22.1,15.8
11/15/2016,,-4,9.8,3.5,,6,17.3,10.6
11/16/2016,,-5.3,8.9,1.7,,5.6,15.3,9.3
11/17/2016,,-5.1,9.3,0.9,,4.2,14.1,8.5
11/18/2016,1.6,-3.7,13.6,7,0.5,4.7,20.2,14.3
11/19/2016,0.1,5.8,14.2,9.3,,11.2,18.3,15
11/20/2016,,-2.7,10.6,5.5,,6.2,16.6,12.4
11/21/2016,,-3.5,8.1,2.3,,6.6,12.4,9.3
11/22/2016,0.7,-1.6,4.1,1.1,4,2.6,10.5,6.7
11/23/2016,0,-6.6,0.8,-2,0.5,1.3,6.2,3.8
11/24/2016,,-9.9,-1.7,-6.3,,-0.8,6.7,2.2
11/25/2016,,-9.5,2.1,-4.2,,0,8.8,3.1
11/26/2016,0,-10.2,1.4,-3.7,,0.8,7.4,4.1
11/27/2016,0,-5.2,3.7,-0.4,,3.3,11.7,6.7
11/28/2016,,-8,2.8,-2.4,,0.2,8.8,4.5
11/29/2016,,-10.2,2.7,-3.2,0.5,1.5,9,4.6
11/30/2016,,-1.9,6.2,2.3,,4.2,13.4,8.6
12/1/2016,,-4.3,3.3,0.3,,3.8,10.6,7.9
12/2/2016,,-7.1,5.5,-1.2,,3.1,14.8,8.2
12/3/2016,,-9.8,10.4,1.2,,3.8,15.3,10.5
12/4/2016,,-0.4,5.9,2.5,,9.7,13.8,11.8
12/5/2016,1.4,-1.9,5.4,2.1,,5.9,13.1,10.1
12/6/2016,,-9.5,-0.5,-5.1,,0.8,8.1,3.7
12/7/2016,0,-10.6,0.7,-4.3,,0.9,9.7,5
12/8/2016,0,-9.8,1.4,-3.3,,1.6,10.1,5.5
12/9/2016,1,-10.6,0.4,-2.9,0.5,0.8,9.5,4.9
12/10/2016,,-15.2,1.1,-7,,-1.7,7.7,2.5
12/11/2016,,-16.1,4.3,-6.8,,-2.1,7.8,1.9
12/12/2016,,-9.1,4.1,-0.4,,-0.9,10,5.7
12/13/2016,0.1,-2.6,5.1,0.4,0.5,3.3,11.5,6.5
12/14/2016,11,-9.5,-0.4,-4.1,22,-1.2,3.5,0.9
12/15/2016,0,-15.8,-4.3,-8.4,,-3.7,3.8,-0.8
12/16/2016,,-21.7,-5.1,-11.3,,-5.6,4.1,-0.9
12/17/2016,,-6.6,2.2,-0.1,,0.4,10.9,6.4
12/18/2016,,-1.8,3.3,0.9,,6.8,11.8,8.4
12/19/2016,0.1,-3.9,5.8,1.7,,5.2,15.5,9.5
12/20/2016,,-4.2,7.1,0.4,,4.4,11.9,8
12/21/2016,19.2,-6.4,9.5,1.1,20,2.5,13.7,8.5
12/22/2016,15.8,-1,11.6,4.1,16.5,3.7,9.5,5.7
12/23/2016,0,-6.7,-1,-5,,0.7,4.8,2.8
12/24/2016,,-7.3,0.9,-4.1,,0.4,5.7,2.6
12/25/2016,,-10.8,5.1,-2,,-0.5,10.6,4.9
12/26/2016,2.6,-1.4,2.3,0.2,0,4.3,9.8,7.3
12/27/2016,1.8,-15.1,-1.2,-5.4,23,-2.5,4.3,1
12/28/2016,0,-18.6,-2.2,-9.1,,-4,5.8,0.5
12/29/2016,,-10.7,-5.7,-7.7,,-3.1,3.9,-0.4
12/30/2016,,-16.3,-3.1,-8.2,,-3,5.2,1.2
12/31/2016,,-4.8,0.6,-2.4,,2.2,8.8,4.9
1/1/2017,,-4.6,1.8,-1.3,,4,9.2,6.6
1/2/2017,,-2.1,3.4,1.1,,6.2,11.8,8.6
1/3/2017,,-6,4.1,-0.6,,3,12.3,6.8
1/4/2017,,-6.6,5.1,-1.2,,2.2,10.4,6.1
1/5/2017,2.9,-8.4,-0.7,-3.2,6,1.4,3.7,2.5
1/6/2017,,-6.3,4.8,-1.1,0,2.4,10,4.9
1/7/2017,,-9.5,6.9,-1.4,,2.4,12.3,6.5
1/8/2017,0.2,-1.5,4.4,1.1,1.5,4.2,7.5,5.5
1/9/2017,0.7,-4.9,2.4,-1.1,0.5,3.3,10.3,5.8
1/10/2017,,-9.6,-3.4,-6.6,,-2.1,5.1,1.2
1/11/2017,,-12.9,-5.1,-8.5,,-4.9,3.7,-1.1
1/12/2017,,-9.2,-2.3,-5.9,,-2.5,5.6,1.2
1/13/2017,,-12.5,-7.5,-10.4,,-5.1,0.9,-2.3
1/14/2017,,-16.1,-9.5,-13.4,,-8.2,-2.5,-5.6
1/15/2017,,-18.6,-3.1,-11.7,,-7.2,4.9,-1.8
1/16/2017,,-17.7,-1.7,-10.3,,-4.4,3.8,-0.9
1/17/2017,,-17,0.8,-7.7,,-2.7,8.3,2.2
1/18/2017,,-8.9,0,-4.7,,0.1,8.4,3.1
1/19/2017,,-12.7,2.9,-4.9,,-1.2,7.6,2.4
1/20/2017,10.1,-13.4,-4.9,-7.7,24,-4.9,2.1,-1.4
1/21/2017,0,-15.9,-6.8,-9.4,,-5.2,1.6,-2.1
1/22/2017,0.1,-14.9,-7.1,-11.7,,-7.5,0.1,-4.1
1/23/2017,,-19.9,-8.9,-14,,-9.6,0.2,-5.4
1/24/2017,,-17.8,-5,-12.3,,-6.9,2.4,-2.9
1/25/2017,,-21.1,-2.3,-11.8,,-5,5.5,-0.6
1/26/2017,,-19.5,0.5,-7.7,,-2.8,8.6,2.7
1/27/2017,1.7,-12.6,-0.5,-4.9,0,-0.1,6.8,3.3
1/28/2017,,-17.5,5,-5.7,,-2.8,8,2.3
1/29/2017,5.5,-3.4,1.7,-1.1,4.5,1.1,5.4,3
1/30/2017,1.1,-9.5,-1.2,-6.1,12,-3.1,3.2,-0.2
1/31/2017,,-16.1,-2.6,-8.7,,-4.9,3.6,-0.8
2/1/2017,,-10.3,-3.3,-7.3,,-1.6,5,0.5
2/2/2017,,-15.8,-0.6,-6.8,,-2.3,9.7,3.3
2/3/2017,,-8.6,1.8,-4,,1.1,11,5.1
2/4/2017,,-11.9,4.7,-2,,2.7,12.8,7.8
2/5/2017,,-4.3,1.3,-1.6,,3.2,10,6.1
2/6/2017,,-11.2,-1.9,-5.7,,-0.1,5.4,2.1
2/7/2017,,-16.4,0.6,-7.6,,-2.1,6.3,1.6
2/8/2017,,-13.5,-0.3,-6.2,,-0.7,7.3,3
2/9/2017,,-12.2,-5.9,-9.1,,-4.9,2.8,-1
2/10/2017,,-14.3,-7.5,-11.7,,-6.9,0,-4.1
2/11/2017,,-17.1,-5.9,-10.6,,-6.7,2.8,-2.1
2/12/2017,,-12.7,-1.6,-6.7,,-3.2,5.3,0.9
2/13/2017,,-12.2,-0.3,-5.4,,-1.5,8.2,2.5
2/14/2017,,-14.2,2,-5.1,,-2.3,7.4,1.9
2/15/2017,,-9.6,4.4,-1.8,,1.2,13.3,7.2
2/16/2017,,-1.4,7.3,3.7,,7.3,15.5,12.1
2/17/2017,2.8,-5.4,6.7,1.5,,2.3,14.3,7.6
2/18/2017,,-10.2,-1.3,-6.1,,-1.9,6.1,1.8
2/19/2017,,-8.1,2.1,-2.6,,-0.7,9.8,4.9
2/20/2017,0,-9.2,1.9,-2.2,,-2.1,9.9,4.3
2/21/2017,,-13.2,2.7,-5.1,,-3.3,6.4,1.5
2/22/2017,4.4,-3.4,0.8,-0.5,3.5,-0.1,9.1,4
2/23/2017,,-7.6,0.2,-3.9,,0.2,6.3,3.2
2/24/2017,,-10,-0.5,-5.6,,-2.6,7.7,2
2/25/2017,,-6.8,1.8,-2.5,,0.8,9.7,5.1
2/26/2017,,-8.1,2.8,-3.1,,0.6,7.8,3.6
2/27/2017,,-9.8,5.7,-2.6,,-1.1,10.3,4.7
2/28/2017,,-5.3,7.3,1.3,,1.7,14.1,8.7
3/1/2017,1.5,-1.3,7.3,1.2,3,5.3,13.5,8.5
3/2/2017,4.6,-4.3,1.6,-1.5,16,0.4,5.4,3.2
3/3/2017,,-9.1,4,-1.6,,0.3,12.3,6.5
3/4/2017,,-4.8,6.3,0.1,,3,11.7,7
3/5/2017,0,-4.8,7.9,1.5,,0.8,12.1,6.6
3/6/2017,0.5,-6.8,0.6,-3.3,,-0.1,7.6,3.6
3/7/2017,,-8.8,-1.4,-6.1,,-2.3,6.1,1.3
3/8/2017,,-10.4,-0.9,-5.6,,-2.9,6.8,2.1
3/9/2017,,-7.1,2.8,-1.8,,0.4,10.5,5.7
3/10/2017,,-6.5,6.3,-0.2,,0.8,11,5.3
3/11/2017,,-7.6,11.6,2.4,,0.8,13.9,8.8
3/12/2017,,0.6,9.4,4.9,,8.2,14.6,11.2
3/13/2017,,-4.1,6.8,1.3,,2.6,10.7,6.9
3/14/2017,0.4,-7.3,1.9,-3.6,7.5,0.6,6.8,2.6
3/15/2017,,-10,3.4,-3,,0,9.3,3.7
3/16/2017,,-8.2,7.8,-0.9,,-1.1,12.4,6.1
3/17/2017,,-7.6,8.5,0.8,,3.8,13.8,8.7
3/18/2017,,-1.2,10.9,4.2,,7.4,17.2,12
3/19/2017,,-5.1,11.9,2.9,,4.6,16.2,10.5
3/20/2017,,-5.1,11.5,4.1,,5.4,17.3,12
3/21/2017,0.6,-5.4,3.8,-0.4,12,2.3,12.2,6.1
3/22/2017,,-6.7,9.8,2.3,,3.6,13,8
3/23/2017,,-3.6,6.3,0.4,0.5,3,11.8,7
3/24/2017,,-5,4.9,-0.2,,2.8,10.9,6.7
3/25/2017,1.7,-3,3.2,-0.2,2,2.8,9.5,6
3/26/2017,0.2,-1.9,4.6,0.4,1,3.3,11.1,6.3
3/27/2017,1.4,-1.2,4.1,0.4,,3.5,11,7.1
3/28/2017,,-4.7,7.1,1.6,,4.5,13,9.1
3/29/2017,,-4.2,10.5,4,,7.2,15.8,11.6
3/30/2017,,-3.4,12.2,4.5,,9.5,17.4,12.2
3/31/2017,6.9,0,3.1,1,6.5,5.1,9.9,7.2
4/1/2017,4.1,-0.9,4.5,0.6,8,4.2,7.2,5.8
4/2/2017,,-3.4,10.1,3.6,0.5,3.2,14.1,9.7
4/3/2017,,0.6,15.3,7.7,,11,22.9,16.5
4/4/2017,,-1.9,17.1,9.1,,11.6,23.5,17.3
4/5/2017,6.8,4.9,13.4,9,3,10.7,18.3,15
4/6/2017,5.5,5,12.8,10,2,10.4,21,15.1
4/7/2017,,0.6,17.3,8.4,,10.7,19.9,14.9
4/8/2017,,4.1,20.1,11.5,,10,23.8,16.1
4/9/2017,5.1,-0.4,9.3,4.3,6.5,7,15.3,10.6
4/10/2017,,-0.6,11.6,5.8,,4.6,15.1,10.1
4/11/2017,3.5,2.1,16.6,8.5,1,7.3,16.3,11
4/12/2017,,1.2,12.4,6.8,,8.3,15.7,12.6
4/13/2017,,-1.1,14.4,8.2,,7.8,19.9,14.8
4/14/2017,5.8,6.9,15.7,9.4,2.5,13.9,22.9,17.4
4/15/2017,,7.3,19,12.7,,14.9,26.7,20.7
4/16/2017,,8.2,21.9,15.6,,18.4,28,23
4/17/2017,16.3,6.5,14.8,8.7,13.5,10.8,21.8,13.8
4/18/2017,8.4,3.7,14.4,7.8,2.5,9.1,21.1,13.9
4/19/2017,,3.3,14.6,8.4,,10.3,20.7,14.3
4/20/2017,0.1,3.8,13.3,8.3,,12.8,19.7,15.6
4/21/2017,3.3,-0.7,13.1,5.8,,10,17.6,13.1
4/22/2017,2.2,1.1,13.5,6.7,0.3,8.3,18.7,13.5
4/23/2017,,-0.3,18.1,10.3,,10.8,23.8,19
4/24/2017,,4.3,19.2,11.9,,12.9,26.1,19.7
4/25/2017,,8.4,17.8,12.6,,14.2,21.7,18.5
4/26/2017,,1.4,11.8,7.6,,8.8,17.8,14.3
4/27/2017,,-3.2,14.3,7,,6.9,18.9,14
4/28/2017,,2.6,17.6,9.5,,13,24.9,17.7
4/29/2017,,1.7,19.3,12.5,0,10.3,26.1,19.9
4/30/2017,,10.3,23,16.3,,16.2,30.4,23.3
5/1/2017,,4.5,16,10.6,,10.9,20.7,16
5/2/2017,,1.5,20.9,12.2,,8.7,21.8,15.2
5/3/2017,,3.8,23,13.6,,10.7,26.5,18.7
5/4/2017,,4.6,22.1,14.2,,15.5,25.9,21.1
5/5/2017,,10.7,23.4,17.5,,17.4,28.1,23.6
5/6/2017,,6.9,15.6,11,,14,23.2,18.8
5/7/2017,,6.8,18,12.1,,14.4,25.4,19.7
5/8/2017,,6.3,21.6,14.7,,17,29.5,22.8
5/9/2017,4,8.9,17.1,11.4,1.5,13.7,17.3,14.9
5/10/2017,0.5,8.9,13.7,11.3,1,12.8,17.3,15
5/11/2017,,8.2,20.3,14.5,,17.4,27.5,22.8
5/12/2017,,12.8,19.8,15.6,,18.5,27.1,22.8
5/13/2017,14.1,6.9,18.7,12.3,8.5,14,20.2,16.7
5/14/2017,,7.3,15.3,10.8,,14.9,23.2,18.7
5/15/2017,,6.9,12.2,9.1,,14.7,21.9,17.6
5/16/2017,,2.9,16.3,9.5,,13.5,19.7,16.5
5/17/2017,,3.1,18.8,11.8,,12.6,23.7,19.1
5/18/2017,,4.5,23.2,15.2,,18.5,30.1,24.7
5/19/2017,,12.8,25.3,18.8,,22.1,33.2,27.3
5/20/2017,,9,26.7,18.3,,22.3,32.6,26.4
5/21/2017,,8.9,25.3,16.9,,17.7,31.6,24.7
5/22/2017,,6.7,20.8,12.6,,15.6,22.6,17.7
5/23/2017,0.2,7.6,20.6,14.5,,13.6,25.1,19.1
5/24/2017,12.8,9.6,20.2,14.3,13.5,16,23.5,18.8
5/25/2017,,6.7,20.9,12.3,,12.9,28.3,19.8
5/26/2017,,2.6,11.6,7.6,0.5,10.6,17.2,14
5/27/2017,,4.2,18,11.5,,11.3,22,17.3
5/28/2017,,4.5,23.2,15.7,,14.3,30.5,24.4
5/29/2017,,13.5,26.8,20.4,,19.9,28.8,24.2
5/30/2017,,15,23.9,19,,20.1,30.5,26.7
5/31/2017,,11.8,23.4,17.2,,21.6,29.2,25.1
